UniprotID,Species,Temperature preference,Data Type
A1RDY7,Shewanella sp.,mesophilic,train
Q0HPA1,Shewanella sp.,mesophilic,train
A6WHB6,Shewanella baltica,psychrophilic,train
A3CYL0,Shewanella baltica,psychrophilic,train
A8FP81,Shewanella sediminis,psychrophilic,train
B1KCX0,Shewanella woodyi,mesophilic,train
Q08A23,Shewanella frigidimarina,psychrophilic,train
Q31HD1,Hydrogenovibrio crunogenus,mesophilic,train
P45689,Halothiobacillus neapolitanus,mesophilic,train
O53077,Leuconostoc mesenteroides,mesophilic,train
A4VGU2,Pseudomonas stutzeri,mesophilic,train
O29670,Archaeoglobus fulgidus,thermophilic,train
Q54DY3,Dictyostelium discoideum,mesophilic,train
Q31UM5,Shigella boydii,mesophilic,train
A9MXC5,Salmonella paratyphi,mesophilic,train
B5BIQ2,Salmonella paratyphi,mesophilic,train
B1X9X5,Escherichia coli,mesophilic,train
Q7UU60,Rhodopirellula baltica,mesophilic,train
P59850,Centruroides limbatus,mesophilic,train
Q7N5Z2,Photorhabdus laumondii,mesophilic,train
P0DKM5,Lophiotoma olangoensis,mesophilic,train
P84839,Pelophylax saharicus,thermophilic,train
P82838,Lithobates berlandieri,mesophilic,train
P86149,Pelophylax ridibundus,mesophilic,train
Q3INY0,Natronomonas pharaonis,thermophilic,train
P35698,Phytophthora megasperma,mesophilic,train
Q31HD3,Hydrogenovibrio crunogenus,mesophilic,train
P35699,Phytophthora megasperma,mesophilic,train
P85174,Phytophthora hibernalis,mesophilic,train
P0C231,Phytopythium vexans,mesophilic,train
P15569,Phytophthora cinnamomi,mesophilic,train
O66407,Aquifex aeolicus,thermophilic,train
A0A5K4F485,Schistosoma mansoni,mesophilic,train
Q4GZK3,Oryza sativa,mesophilic,train
Q8GVV6,Oryza sativa,mesophilic,train
Q2HWG1,Oryza sativa,mesophilic,train
P0CAP8,Pseudanabaena galeata,mesophilic,train
D0LHE5,Haliangium ochraceum,mesophilic,train
P9WF73,Mycobacterium tuberculosis,mesophilic,train
P48409,Galdieria sulphuraria,thermophilic,train
X8F8G2,Mycobacterium ulcerans,mesophilic,train
P35696,Phytophthora drechsleri,mesophilic,train
Q82XS9,Nitrosomonas europaea,mesophilic,train
Q31HD2,Hydrogenovibrio crunogenus,mesophilic,train
B9LMX4,Halorubrum lacusprofundi,mesophilic,train
Q119B3,Trichodesmium erythraeum,mesophilic,train
A8Z6C5,Sulcia muelleri,mesophilic,train
Q746F4,Thermus thermophilus,thermophilic,train
Q5JF42,Thermococcus kodakarensis,thermophilic,train
A1SJH0,Nocardioides sp.,mesophilic,train
A4FBW7,Saccharopolyspora erythraea,mesophilic,train
P83889,Naegleria fowleri,thermophilic,train
P68522,Bacillus subtilis,mesophilic,train
P07420,Dasyurus viverrinus,mesophilic,train
O25313,Helicobacter pylori,mesophilic,train
Q0PAX8,Campylobacter jejuni,mesophilic,train
P83866,Leptodactylus ocellatus,mesophilic,train
P0DSH9,Escherichia coli,mesophilic,train
A0A0R4IU03,Danio rerio,mesophilic,train
P55880,Salmonella typhimurium,mesophilic,train
Q46948,Escherichia coli,mesophilic,train
P56244,Ranoidea caerulea,mesophilic,train
P56243,Ranoidea caerulea,mesophilic,train
P56242,Ranoidea caerulea,mesophilic,train
A3CWH7,Methanoculleus marisnigri,mesophilic,train
A0R6E3,Mycolicibacterium smegmatis,mesophilic,train
A3M0C9,Scheffersomyces stipitis,mesophilic,train
Q2FWM8,Staphylococcus aureus,mesophilic,train
Q5HEG6,Staphylococcus aureus,mesophilic,train
Q8NVK6,Staphylococcus aureus,mesophilic,train
P0A0M1,Staphylococcus aureus,mesophilic,train
P0C1V1,Staphylococcus aureus,mesophilic,train
Q8EEW0,Shewanella oneidensis,mesophilic,train
P20729,Bombyx mori,mesophilic,train
A0A1D6QP21,Zea mays,mesophilic,train
Q2RQZ4,Rhodospirillum rubrum,mesophilic,train
Q9HRT1,Halobacterium salinarum,mesophilic,train
A0A1D6JFF5,Zea mays,mesophilic,train
Q971T6,Sulfurisphaera tokodaii,thermophilic,train
A0A2K5ATY6,Caenorhabditis elegans,mesophilic,train
Q4DND0,Trypanosoma cruzi,mesophilic,train
Q4DPB8,Trypanosoma cruzi,mesophilic,train
A0A0D2H9W2,Fonsecaea pedrosoi,mesophilic,train
A0A0D2HJR5,Fonsecaea pedrosoi,mesophilic,train
P45110,Haemophilus influenzae,mesophilic,train
Q4DBP9,Trypanosoma cruzi,mesophilic,train
Q4CQE2,Trypanosoma cruzi,mesophilic,train
A0A3P7EHX6,Wuchereria bancrofti,mesophilic,train
A0A0D2EWY0,Fonsecaea pedrosoi,mesophilic,train
P45688,Halothiobacillus neapolitanus,mesophilic,train
A0A3P7EDR0,Wuchereria bancrofti,mesophilic,train
A0A3P7DVG2,Wuchereria bancrofti,mesophilic,train
A0A5K4F4Q8,Schistosoma mansoni,mesophilic,train
H9L475,Salmonella typhimurium,mesophilic,train
P0A1D9,Salmonella typhimurium,mesophilic,train
P04084,Vipera ammodytes,mesophilic,train
P13571,Oryctolagus cuniculus,mesophilic,train
P0DME5,Chaerilus tryznai,mesophilic,train
A0A1Q0XX67,Zea mays,mesophilic,train
Q7CPF8,Salmonella typhimurium,mesophilic,train
Q32AP5,Shigella dysenteriae,mesophilic,train
P00947,Comamonas testosteroni,mesophilic,train
P57730,Homo sapiens,mesophilic,train
O07226,Mycobacterium tuberculosis,mesophilic,train
Q93GS0,Salmonella typhimurium,mesophilic,train
A0QVQ3,Mycolicibacterium smegmatis,mesophilic,train
Q8ZRT6,Salmonella typhimurium,mesophilic,train
A0KNE0,Aeromonas hydrophila,mesophilic,train
E7FEI1,Danio rerio,mesophilic,train
A0A1C1CLH9,Cladophialophora carrionii,mesophilic,train
Q6LMR2,Photobacterium profundum,psychrophilic,train
Q87LM9,Vibrio parahaemolyticus,mesophilic,train
Q7MHM8,Vibrio vulnificus,mesophilic,train
Q9KPA2,Vibrio cholerae,mesophilic,train
Q5E305,Aliivibrio fischeri,mesophilic,train
Q8EH90,Shewanella oneidensis,mesophilic,train
Q5NZ92,Aromatoleum aromaticum,mesophilic,train
B2T7I7,Paraburkholderia phytofirmans,mesophilic,train
B2JJ72,Paraburkholderia phymatum,mesophilic,train
B4EF27,Burkholderia cenocepacia,mesophilic,train
Q47D82,Dechloromonas aromatica,mesophilic,train
A6VXM7,Marinomonas sp.,mesophilic,train
A1SY73,Psychromonas ingrahamii,psychrophilic,train
B8EPI0,Methylocella silvestris,mesophilic,train
F4JCA6,Arabidopsis thaliana,mesophilic,train
P86609,Phasmahyla jandaia,mesophilic,train
C0HJB8,Euphlyctis cyanophlyctis,mesophilic,train
Q6G4C1,Bartonella henselae,mesophilic,train
Q46906,Escherichia coli,mesophilic,train
Q32CF9,Shigella dysenteriae,mesophilic,train
P49328,Cavia porcellus,mesophilic,train
P80472,Amycolatopsis methanolica,mesophilic,train
P13951,Sinapis alba,mesophilic,train
P82851,Chersonesometrus fulvipes,mesophilic,train
Q92AX3,Listeria innocua,mesophilic,train
C3NBY5,Sulfolobus islandicus,thermophilic,train
A0A0N4UMH6,Dracunculus medinensis,mesophilic,train
C3MT45,Sulfolobus islandicus,thermophilic,train
C4KEU3,Sulfolobus islandicus,thermophilic,train
A6VG52,Methanococcus maripaludis,mesophilic,train
P21800,Pleurotus ostreatus,mesophilic,train
B3R0P8,Phytoplasma mali,mesophilic,train
X8FI62,Mycobacterium ulcerans,mesophilic,train
P35430,Tetrahymena pyriformis,mesophilic,train
C0HLV5,Moringa oleifera,thermophilic,train
A0A2R8QSD7,Danio rerio,mesophilic,train
Q9CBG3,Mycobacterium leprae,mesophilic,train
P58748,Pyrococcus horikoshii,thermophilic,train
A0A044V714,Onchocerca volvulus,mesophilic,train
Q9UTI5,Schizosaccharomyces pombe,mesophilic,train
P85936,Pseudotsuga menziesii,mesophilic,train
B4FSK8,Zea mays,mesophilic,train
F1M990,Rattus norvegicus,mesophilic,train
B0G102,Dictyostelium discoideum,mesophilic,train
Q91879,Xenopus laevis,mesophilic,train
Q6DEL8,Danio rerio,mesophilic,train
Q9SJJ5,Arabidopsis thaliana,mesophilic,train
Q4CLH8,Trypanosoma cruzi,mesophilic,train
P33552,Homo sapiens,mesophilic,train
A9A2Z3,Nitrosopumilus maritimus,mesophilic,train
P12662,Sus scrofa,mesophilic,train
P12663,Ovis aries,mesophilic,train
A0A3P7FZ25,Wuchereria bancrofti,mesophilic,train
Q97VE1,Saccharolobus solfataricus,thermophilic,train
C3N323,Sulfolobus islandicus,thermophilic,train
C3NFE3,Sulfolobus islandicus,thermophilic,train
C3MMK8,Sulfolobus islandicus,thermophilic,train
Q2FXG2,Staphylococcus aureus,mesophilic,train
Q54MN2,Dictyostelium discoideum,mesophilic,train
Q57947,Methanocaldococcus jannaschii,thermophilic,train
P83115,Delftia acidovorans,mesophilic,train
A1RIY3,Shewanella sp.,mesophilic,train
B7M449,Escherichia coli,mesophilic,train
B7UTA3,Escherichia coli,mesophilic,train
P0DPJ6,Conus regius,mesophilic,train
Q9KP33,Vibrio cholerae,mesophilic,train
A0A5K4ESP3,Schistosoma mansoni,mesophilic,train
Q9Z4V8,Streptomyces coelicolor,mesophilic,train
A6TQZ5,Alkaliphilus metalliredigens,mesophilic,train
Q74IY8,Lactobacillus johnsonii,mesophilic,train
P83087,Bombina maxima,mesophilic,train
X8FCU1,Mycobacterium ulcerans,mesophilic,train
B5ETU8,Aliivibrio fischeri,mesophilic,train
B6ERS6,Aliivibrio salmonicida,psychrophilic,train
A0A0H3H1I6,Klebsiella pneumoniae,mesophilic,train
Q5J3W6,Salmonella choleraesuis,mesophilic,train
Q5QJF4,Salmonella typhimurium,mesophilic,train
P83899,Naegleria fowleri,thermophilic,train
Q97LS6,Clostridium acetobutylicum,mesophilic,train
Q8DWH8,Streptococcus mutans,mesophilic,train
P67383,Streptococcus pneumoniae,mesophilic,train
P67382,Streptococcus pneumoniae,mesophilic,train
A0RU86,Cenarchaeum symbiosum,psychrophilic,train
A0A1C1CE25,Cladophialophora carrionii,mesophilic,train
Q88Z39,Lactobacillus plantarum,mesophilic,train
P12732,Haloarcula marismortui,thermophilic,train
O33778,Saccharolobus solfataricus,thermophilic,train
P85095,Pelophylax ridibundus,mesophilic,train
P86022,Pelophylax ridibundus,mesophilic,train
P86025,Pelophylax ridibundus,mesophilic,train
P40840,Pelophylax lessonae,mesophilic,train
Q0DKJ1,Oryza sativa,mesophilic,train
Q9PHN0,Campylobacter jejuni,mesophilic,train
A0A0D2G7A9,Fonsecaea pedrosoi,mesophilic,train
A0A0D2H8D8,Fonsecaea pedrosoi,mesophilic,train
A0A0D2HKZ0,Fonsecaea pedrosoi,mesophilic,train
C7G041,Dictyostelium discoideum,mesophilic,train
Q4AAY9,Salmonella typhimurium,mesophilic,train
Q54BU9,Dictyostelium discoideum,mesophilic,train
Q62247,Mus musculus,mesophilic,train
Q62249,Mus musculus,mesophilic,train
A0A3P7Q257,Dracunculus medinensis,mesophilic,train
A0A3P7FCN4,Wuchereria bancrofti,mesophilic,train
Q20074,Caenorhabditis elegans,mesophilic,train
X8FF20,Mycobacterium ulcerans,mesophilic,train
Q4KJ73,Pseudomonas fluorescens,mesophilic,train
Q2RTR1,Rhodospirillum rubrum,mesophilic,train
A9W6K8,Methylorubrum extorquens,mesophilic,train
B7KRF3,Methylorubrum extorquens,mesophilic,train
P84581,Populus euphratica,mesophilic,train
A0A1C1CDY6,Cladophialophora carrionii,mesophilic,train
P56924,Rana temporaria,mesophilic,train
A0KKF3,Aeromonas hydrophila,mesophilic,train
Q5E4P9,Aliivibrio fischeri,mesophilic,train
P85311,Catostomus clarkii,psychrophilic,train
O29440,Archaeoglobus fulgidus,thermophilic,train
Q9NRI7,Homo sapiens,mesophilic,train
K0F8Z4,Nocardia brasiliensis,mesophilic,train
O34446,Bacillus subtilis,mesophilic,train
B1ZEN4,Methylorubrum populi,mesophilic,train
C6T184,Glycine max,mesophilic,train
P37155,Felis catus,mesophilic,train
Q6ID29,Arabidopsis thaliana,mesophilic,train
P41147,Pseudomonas putida,mesophilic,train
P82895,Trimeresurus stejnegeri,mesophilic,train
P0DJP9,Trimeresurus stejnegeri,mesophilic,train
P83072,Bacillus cereus,mesophilic,train
Q9VPC2,Drosophila melanogaster,mesophilic,train
P0C8E1,Conus parius,mesophilic,train
A0A0H3GW69,Klebsiella pneumoniae,mesophilic,train
A9WT08,Renibacterium salmoninarum,psychrophilic,train
Q8TW24,Methanopyrus kandleri,thermophilic,train
Q65YX0,Pseudomonas putida,mesophilic,train
Q5JF09,Thermococcus kodakarensis,thermophilic,train
A0A3P7E485,Wuchereria bancrofti,mesophilic,train
Q9KTN0,Vibrio cholerae,mesophilic,train
Q57T17,Salmonella choleraesuis,mesophilic,train
Q8ZNG1,Salmonella typhimurium,mesophilic,train
Q0PBK0,Campylobacter jejuni,mesophilic,train
Q58384,Methanocaldococcus jannaschii,thermophilic,train
A0A183XWC0,Wuchereria bancrofti,mesophilic,train
Q58001,Methanocaldococcus jannaschii,thermophilic,train
Q0S2B2,Rhodococcus jostii,mesophilic,train
Q58953,Methanocaldococcus jannaschii,thermophilic,train
P86838,Cannabis sativa,mesophilic,train
P57752,Arabidopsis thaliana,mesophilic,train
A0A0R0IBE3,Glycine max,mesophilic,train
O04066,Ricinus communis,mesophilic,train
O22643,Fritillaria agrestis,mesophilic,train
Q39315,Brassica napus,mesophilic,train
P80056,Papio sp.,mesophilic,train
Q39779,Gossypium hirsutum,mesophilic,train
Q4PM15,Ixodes scapularis,mesophilic,train
P37532,Bacillus subtilis,mesophilic,train
P01502,Apis dorsata,mesophilic,train
P12666,Cavia porcellus,mesophilic,train
Q9HIT1,Thermoplasma acidophilum,thermophilic,train
A0A0H3GX22,Klebsiella pneumoniae,mesophilic,train
X8FL34,Mycobacterium ulcerans,mesophilic,train
Q0P3L3,Ostreococcus tauri,mesophilic,train
Q8PU08,Methanosarcina mazei,mesophilic,train
P0DSH6,Escherichia coli,mesophilic,train
X8FM15,Mycobacterium ulcerans,mesophilic,train
Q05E21,Aeropyrum pernix,thermophilic,train
P21227,Pisum sativum,mesophilic,train
P86144,Phytolacca dioica,mesophilic,train
P58919,Conus catus,mesophilic,train
B8D1Z8,Halothermothrix orenii,thermophilic,train
F7A1G1,Mus musculus,mesophilic,train
Q2NEK6,Methanosphaera stadtmanae,mesophilic,train
A0A0P0VHR9,Oryza sativa,mesophilic,train
P84924,Phyllomedusa tarsius,mesophilic,train
O67322,Aquifex aeolicus,thermophilic,train
A0A0P0W7F3,Oryza sativa,mesophilic,train
A0A1Z1CK60,Drosophila melanogaster,mesophilic,train
P83391,Cladophora glomerata,mesophilic,train
P82391,Ranoidea aurea,mesophilic,train
P83705,Halocynthia aurantium,psychrophilic,train
A0A1C1CCS5,Cladophialophora carrionii,mesophilic,train
A0A0K0EPY7,Strongyloides stercoralis,mesophilic,train
P84115,Rana boylii,mesophilic,train
A0A2K5ATU3,Caenorhabditis elegans,mesophilic,train
B6SRG5,Zea mays,mesophilic,train
P17226,Pisum sativum,mesophilic,train
A0A1D6JF79,Zea mays,mesophilic,train
P69032,Ranoidea caerulea,mesophilic,train
Q0K6H7,Cupriavidus necator,mesophilic,train
Q21YG7,Rhodoferax ferrireducens,mesophilic,train
P81638,Pyrococcus woesei,thermophilic,train
P45026,Haemophilus influenzae,mesophilic,train
B1VAC0,Phytoplasma australiense,mesophilic,train
Q7ZUC9,Danio rerio,mesophilic,train
P33163,Thermoleophilum album,thermophilic,train
Q4UV74,Xanthomonas campestris,mesophilic,train
P82023,Nyctimystes infrafrenatus,mesophilic,train
Q89AK0,Buchnera aphidicola,mesophilic,train
P57385,Buchnera aphidicola,mesophilic,train
P44199,Haemophilus influenzae,mesophilic,train
P44270,Haemophilus influenzae,mesophilic,train
Q8ZMY4,Salmonella typhimurium,mesophilic,train
Q9JJI8,Mus musculus,mesophilic,train
A0A5K4FC25,Schistosoma mansoni,mesophilic,train
Q8GVY2,Oryza sativa,mesophilic,train
O17570,Caenorhabditis elegans,mesophilic,train
Q57746,Methanocaldococcus jannaschii,thermophilic,train
A0A3P7EDI7,Wuchereria bancrofti,mesophilic,train
Q2G021,Staphylococcus aureus,mesophilic,train
Q54P46,Dictyostelium discoideum,mesophilic,train
A0A0P0UZC9,Oryza sativa,mesophilic,train
Q3KKP1,Chlamydia trachomatis,mesophilic,train
B0BAQ6,Chlamydia trachomatis,mesophilic,train
Q88JG8,Pseudomonas putida,mesophilic,train
P56236,Ranoidea caerulea,mesophilic,train
P69033,Ranoidea splendida,mesophilic,train
P86485,Litoria peronii,mesophilic,train
P62571,Ranoidea caerulea,mesophilic,train
Q9ZET6,Xanthobacter autotrophicus,mesophilic,train
P82307,Maja squinado,mesophilic,train
B3EWM9,Delia radicum,mesophilic,train
K0F5B6,Nocardia brasiliensis,mesophilic,train
A0A044UFL5,Onchocerca volvulus,mesophilic,train
O29679,Archaeoglobus fulgidus,thermophilic,train
P82298,Homarus americanus,mesophilic,train
P0ABF4,Escherichia coli,mesophilic,train
A0A0H3H286,Klebsiella pneumoniae,mesophilic,train
P0A1C7,Salmonella typhimurium,mesophilic,train
A0A0H3H1B0,Klebsiella pneumoniae,mesophilic,train
P41791,Salmonella typhimurium,mesophilic,train
P0A1C8,Salmonella typhi,mesophilic,train
Q9I548,Pseudomonas aeruginosa,mesophilic,train
P0ABF5,Escherichia coli,mesophilic,train
P17684,Conus tulipa,mesophilic,train
Q6F9J3,Acinetobacter baylyi,mesophilic,train
B3A0M6,Odorrana jingdongensis,mesophilic,train
B3A0M7,Odorrana jingdongensis,mesophilic,train
P0DOZ1,Conasprella longurionis,mesophilic,train
P80744,Biomphalaria glabrata,mesophilic,train
A0A077ZH23,Trichuris trichiura,mesophilic,train
P0DJP5,Daboia siamensis,mesophilic,train
P81847,Ranoidea citropa,mesophilic,train
P62570,Ranoidea gilleni,mesophilic,train
P86504,Litoria rothii,mesophilic,train
P56233,Ranoidea splendida,mesophilic,train
P56237,Ranoidea gilleni,mesophilic,train
X8F2J8,Mycobacterium ulcerans,mesophilic,train
P01504,Apis florea,mesophilic,train
Q58326,Methanocaldococcus jannaschii,thermophilic,train
P23725,Klebsiella pneumoniae,mesophilic,train
K7LWC4,Glycine max,mesophilic,train
Q8DP75,Streptococcus pneumoniae,mesophilic,train
P73492,Synechocystis sp.,mesophilic,train
A0A077ZFN1,Trichuris trichiura,mesophilic,train
J9F0F3,Wuchereria bancrofti,mesophilic,train
A8XAC6,Caenorhabditis briggsae,mesophilic,train
A0A2K6VTT8,Onchocerca volvulus,mesophilic,train
A1SWQ8,Psychromonas ingrahamii,psychrophilic,train
P0DPO9,Escherichia coli,mesophilic,train
P83473,Halobatrachus didactylus,mesophilic,train
P18300,Kryptophanaron alfredi,mesophilic,train
P85028,Cryptotympana dubia,mesophilic,train
A0A0R0F269,Glycine max,mesophilic,train
Q057L2,Buchnera aphidicola,mesophilic,train
P34033,Cavia porcellus,mesophilic,train
A0A175VNA0,Madurella mycetomatis,mesophilic,train
O25541,Helicobacter pylori,mesophilic,train
Q58668,Methanocaldococcus jannaschii,thermophilic,train
Q556I7,Dictyostelium discoideum,mesophilic,train
O08997,Mus musculus,mesophilic,train
G5EE41,Caenorhabditis elegans,mesophilic,train
Q0P9T7,Campylobacter jejuni,mesophilic,train
Q4DV77,Trypanosoma cruzi,mesophilic,train
A0A0P0WWX5,Oryza sativa,mesophilic,train
A0A3P7FJD6,Wuchereria bancrofti,mesophilic,train
A0A0D2HKM9,Fonsecaea pedrosoi,mesophilic,train
Q7A0W3,Staphylococcus aureus,mesophilic,train
G4VM11,Schistosoma mansoni,mesophilic,train
Q4CT40,Trypanosoma cruzi,mesophilic,train
B6YU58,Thermococcus onnurineus,thermophilic,train
P62239,Treponema denticola,mesophilic,train
P16351,Crotalaria pallida,thermophilic,train
K0F270,Nocardia brasiliensis,mesophilic,train
A0A0N7KSI1,Oryza sativa,mesophilic,train
P60851,Nanoarchaeum equitans,thermophilic,train
Q5P011,Aromatoleum aromaticum,mesophilic,train
A8LQ20,Dinoroseobacter shibae,mesophilic,train
P80609,Zea mays,mesophilic,train
A0A175VXV9,Madurella mycetomatis,mesophilic,train
Q9HVS2,Pseudomonas aeruginosa,mesophilic,train
P0DQD4,Conus catus,mesophilic,train
P81338,Clostridium pasteurianum,mesophilic,train
B6TQK4,Zea mays,mesophilic,train
P0C0K0,Mycoplasma hyopneumoniae,mesophilic,train
A0A0H3GTA0,Klebsiella pneumoniae,mesophilic,train
B1WPH9,Crocosphaera subtropica,mesophilic,train
Q7NT63,Chromobacterium violaceum,mesophilic,train
Q4E1S3,Trypanosoma cruzi,mesophilic,train
P0CD70,Osmia rufa,mesophilic,train
A0A0N4U231,Dracunculus medinensis,mesophilic,train
A9MHS1,Salmonella arizonae,mesophilic,train
Q6D6C4,Pectobacterium atrosepticum,mesophilic,train
A8GCM9,Serratia proteamaculans,mesophilic,train
A7ME43,Cronobacter sakazakii,mesophilic,train
A0A1D6LK63,Zea mays,mesophilic,train
G4LZL1,Schistosoma mansoni,mesophilic,train
Q8TV03,Methanopyrus kandleri,thermophilic,train
Q3A2E4,Pelobacter carbinolicus,mesophilic,train
Q0W8R3,Methanocella arvoryzae,mesophilic,train
P44470,Haemophilus influenzae,mesophilic,train
Q58954,Methanocaldococcus jannaschii,thermophilic,train
Q5V1I9,Haloarcula marismortui,thermophilic,train
Q3MD39,Trichormus variabilis,mesophilic,train
A8F7P9,Pseudothermotoga lettingae,thermophilic,train
B7KFA6,Gloeothece citriformis,mesophilic,train
B1XQ51,Synechococcus sp.,mesophilic,train
A0A0H3GWE3,Klebsiella pneumoniae,mesophilic,train
P41502,Rhizobium leguminosarum,mesophilic,train
Q9TR30,Ovis aries,mesophilic,train
Q252W2,Chlamydia felis,mesophilic,train
Q9R4P7,Brevundimonas diminuta,mesophilic,train
Q9R4P2,Brevundimonas vesicularis,mesophilic,train
P81747,Rhodococcus erythropolis,mesophilic,train
P19434,Streptomyces viridochromogenes,mesophilic,train
A6LF43,Parabacteroides distasonis,mesophilic,train
C1P607,Escherichia coli,mesophilic,train
P84382,Xenopus tropicalis,mesophilic,train
K7UJF0,Zea mays,mesophilic,train
P29003,Bombina orientalis,mesophilic,train
P01505,Bombina variegata,mesophilic,train
P29005,Bombina orientalis,mesophilic,train
Q84SC3,Oryza sativa,mesophilic,train
Q9VS22,Drosophila melanogaster,mesophilic,train
Q9VS20,Drosophila melanogaster,mesophilic,train
C0HJK0,Dinoponera quadriceps,mesophilic,train
P83718,Heterometrus spinifer,mesophilic,train
Q8K9F6,Buchnera aphidicola,mesophilic,train
Q4ZNX7,Pseudomonas syringae,mesophilic,train
A8LKE4,Dinoroseobacter shibae,mesophilic,train
B7K1Z3,Rippkaea orientalis,mesophilic,train
